Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
600204,Mrs.,Jacinda,C,Quijano,F,jacinda.quijano@gmail.com,Cory Quijano,Leticia Quijano,Burgett,4/14/1981,1:57:56 AM,36.31,57,04-07-2006,Q2,H1,2006,4,April,Apr,7,Friday,Fri,11.32,49201,8%,584-99-9505,209-334-4948,Berkeley,Alameda,Berkeley,CA,94701,West,jcquijano,q5fz$9@*
933148,Ms.,Shae,G,Danielson,F,shae.danielson@hotmail.com,Emmett Danielson,Hilde Danielson,Bazan,03-01-1988,8:43:46 AM,29.43,51,12-12-2012,Q4,H2,2012,12,December,Dec,12,Wednesday,Wed,4.63,56973,23%,507-57-2781,236-431-6393,Lignum,Culpeper,Lignum,VA,22726,South,sgdanielson,IJ0vD~b>NA#.
337039,Hon.,Daniella,K,Letourneau,F,daniella.letourneau@gmail.com,Santiago Letourneau,Marna Letourneau,Yarber,2/29/1984,5:24:56 AM,33.43,58,2/25/2011,Q1,H1,2011,2,February,Feb,25,Friday,Fri,6.42,136148,26%,449-99-5336,210-325-4865,El Paso,El Paso,El Paso,TX,88567,South,dkletourneau,gUi0Mfp3@_pn
861640,Hon.,Matthew,U,Roeder,M,matthew.roeder@gmail.com,Warner Roeder,Denna Roeder,Leong,1/14/1959,2:25:30 AM,58.58,81,12/27/1986,Q4,H2,1986,12,December,Dec,27,Saturday,Sat,30.61,61152,23%,636-31-1048,217-554-9382,Orland Park,Cook,Orland Park,IL,60462,Midwest,muroeder,8yt<ae5NJcPkHJX
579015,Mr.,Hans,I,Thorson,M,hans.thorson@gmail.com,Kristofer Thorson,Taneka Thorson,Muth,5/18/1967,10:46:06 PM,50.23,62,01-07-2009,Q1,H1,2009,1,January,Jan,7,Wednesday,Wed,8.56,148552,22%,566-99-1817,231-377-3196,Caspian,Iron,Caspian,MI,49915,Midwest,hithorson,pl8y/l76\?[
608909,Dr.,Brant,F,Cobb,M,brant.cobb@hotmail.com,Florencio Cobb,Ling Cobb,Soukup,7/18/1989,5:58:52 PM,28.05,62,8/19/2015,Q3,H2,2015,8,August,Aug,19,Wednesday,Wed,1.94,49117,4%,424-65-8047,228-710-2067,Maben,Webster,Maben,MS,39750,South,bfcobb,t>$6{mdqIx:WA%a
917612,Mrs.,Debra,W,Ellis,F,debra.ellis@gmail.com,Mark Ellis,Marianne Ellis,Danley,05-01-1966,12:26:17 AM,51.28,51,07-02-1995,Q3,H2,1995,7,July,Jul,2,Sunday,Sun,22.09,129128,13%,449-99-2909,423-391-5045,Antioch,Davidson,Antioch,TN,37011,South,dwellis,0||:-o2M14U
518577,Ms.,Merry,T,Ables,F,merry.ables@hotmail.com,Darren Ables,Quiana Ables,Redwine,12-02-1993,10:15:28 AM,23.67,59,07-10-2015,Q3,H2,2015,7,July,Jul,10,Friday,Fri,2.05,53971,28%,426-99-0698,319-871-7753,Grinnell,Poweshiek,Grinnell,IA,50177,Midwest,mtables,rHKrH9>t\Efrk#
301130,Prof.,Shelton,W,Creamer,M,shelton.creamer@aol.com,Scott Creamer,Marisha Creamer,Hastings,12/25/1973,8:12:25 AM,43.62,60,7/17/2012,Q3,H2,2012,7,July,Jul,17,Tuesday,Tue,5.03,134821,17%,405-73-2118,503-925-8169,Broadbent,Coos,Broadbent,OR,97414,West,swcreamer,D\N;dWfgLEf
252678,Mr.,Young,N,Montes,M,young.montes@exxonmobil.com,Lindsay Montes,Omega Montes,Rader,2/23/1972,4:57:59 PM,45.46,86,10-03-1999,Q4,H2,1999,10,October,Oct,3,Sunday,Sun,17.83,76129,27%,317-35-1785,215-892-4903,Erie,Erie,Erie,PA,16509,Northeast,ynmontes,28rX!7|v|
444856,Mr.,Kenneth,G,Tomas,M,kenneth.tomas@yahoo.com,Mitch Tomas,Mirta Tomas,Cavin,7/27/1975,8:24:34 AM,42.03,87,7/13/2005,Q3,H2,2005,7,July,Jul,13,Wednesday,Wed,12.05,130633,30%,335-11-5769,252-343-7984,Charlotte,Mecklenburg,Charlotte,NC,28213,South,kgtomas,w?BV.qmD}}
561191,Dr.,Woodrow,Y,Whittington,M,woodrow.whittington@yahoo.com,Isaac Whittington,Tony Whittington,Gosnell,08-04-1971,9:48:04 PM,46.01,68,7/22/2011,Q3,H2,2011,7,July,Jul,22,Friday,Fri,6.02,161838,11%,462-99-9494,215-562-2136,Harrisburg,Dauphin,Harrisburg,PA,17102,Northeast,wywhittington,cp^z6qy|
966906,Mr.,Dewayne,H,Sparks,M,dewayne.sparks@msn.com,Russ Sparks,Corrin Sparks,Jaime,1/19/1993,3:51:42 PM,24.54,58,2/17/2016,Q1,H1,2016,2,February,Feb,17,Wednesday,Wed,1.44,154075,4%,340-11-8792,202-768-2562,Washington,District of Columbia,Washington,DC,20262,South,dhsparks,0E^CApj:Yu
541157,Mr.,Rigoberto,J,Fujimoto,M,rigoberto.fujimoto@gmail.com,Noble Fujimoto,Lili Fujimoto,Bazan,06-10-1980,8:11:55 PM,37.16,65,2/21/2004,Q1,H1,2004,2,February,Feb,21,Saturday,Sat,13.44,149813,12%,108-98-9444,217-950-3224,Bellwood,Cook,Bellwood,IL,60104,Midwest,rjfujimoto,iEh#K.CyqX?/
944218,Mr.,Angel,M,Pauley,M,angel.pauley@sbcglobal.net,Johnathan Pauley,Aida Pauley,Motley,06-05-1983,9:33:06 AM,34.17,76,11/16/2012,Q4,H2,2012,11,November,Nov,16,Friday,Fri,4.7,195245,20%,244-99-3003,212-832-7628,Brooklyn,Kings,Brooklyn,NY,11233,Northeast,ampauley,6eLD-aswX
524260,Mr.,Oren,D,Mojica,M,oren.mojica@gmail.com,Mose Mojica,Lana Mojica,Tucci,10-07-1986,12:02:16 AM,30.83,71,05-12-2017,Q2,H1,2017,5,May,May,12,Friday,Fri,0.21,111010,29%,473-55-9218,239-761-2100,Pompano Beach,Broward,Pompano Beach,FL,33077,South,odmojica,T8R@*HwAhmpiwuG
472014,Mrs.,Mari,M,Schwartz,F,mari.schwartz@gmail.com,Sydney Schwartz,Alysha Schwartz,Ledesma,08-08-1980,12:20:50 AM,36.99,60,2/20/2002,Q1,H1,2002,2,February,Feb,20,Wednesday,Wed,15.44,77533,2%,221-13-7881,803-323-1569,Charleston,Charleston,Charleston,SC,29415,South,mmschwartz,4[aAfd*u%!#
509558,Mrs.,Nakita,A,Doud,F,nakita.doud@gmail.com,Shirley Doud,Kathaleen Doud,Guenther,5/20/1969,11:55:22 AM,48.22,43,10/14/2000,Q4,H2,2000,10,October,Oct,14,Saturday,Sat,16.8,146508,28%,658-36-5389,252-981-7849,Kinston,Lenoir,Kinston,NC,28501,South,nadoud,7dv\9.A*T{bD|
476732,Hon.,Jeffry,M,Mccrary,M,jeffry.mccrary@hotmail.com,Esteban Mccrary,Rubye Mccrary,Burruss,3/28/1974,6:00:49 PM,43.36,76,03-05-2009,Q1,H1,2009,3,March,Mar,5,Thursday,Thu,8.4,143949,12%,297-15-3854,218-838-0423,Crystal Bay,Hennepin,Crystal Bay,MN,55323,Midwest,jmmccrary,xt53zzAO>-l
280233,Mr.,Bruno,S,Jones,M,bruno.jones@aol.com,Rod Jones,Sherrie Jones,Parton,06-06-1976,9:56:04 AM,41.17,75,3/28/2002,Q1,H1,2002,3,March,Mar,28,Thursday,Thu,15.35,168531,28%,756-12-3059,215-428-9715,Ronco,Fayette,Ronco,PA,15476,Northeast,bsjones,SEU|r1|t_u
143547,Prof.,Chadwick,E,Siebert,M,chadwick.siebert@sbcglobal.net,Raymon Siebert,Luanna Siebert,Sibert,2/20/1993,5:39:28 PM,24.45,70,01-05-2015,Q1,H1,2015,1,January,Jan,5,Monday,Mon,2.56,74073,17%,237-99-8079,217-230-2886,Carterville,Williamson,Carterville,IL,62918,Midwest,cesiebert,mwYjy-xO
454376,Mr.,Loren,V,Jaimes,M,loren.jaimes@gmail.com,Edmond Jaimes,Georgia Jaimes,Sutphin,10/19/1979,12:44:04 PM,37.8,81,5/16/2005,Q2,H1,2005,5,May,May,16,Monday,Mon,12.21,169583,18%,715-18-7883,210-606-2099,Houston,Harris,Houston,TX,77297,South,lvjaimes,E~$y!_$qW
430691,Hon.,Salvatore,O,Mata,M,salvatore.mata@bellsouth.net,Stewart Mata,Keira Mata,Mccool,8/14/1964,12:08:43 AM,52.99,51,07-08-2004,Q3,H2,2004,7,July,Jul,8,Thursday,Thu,13.06,76638,11%,572-99-2722,225-264-5312,Baton Rouge,East Baton Rouge,Baton Rouge,LA,70874,South,somata,5X<Afv:BeRZ8n6-
386457,Hon.,Azucena,F,Peterkin,F,azucena.peterkin@gmail.com,Jonas Peterkin,Ollie Peterkin,Stamey,03-10-1973,12:43:51 PM,44.41,49,8/18/2006,Q3,H2,2006,8,August,Aug,18,Friday,Fri,10.95,84721,12%,560-99-0610,385-649-9554,Garrison,Millard,Garrison,UT,84728,West,afpeterkin,t\/|;UdOw:6q
142802,Mr.,Isiah,Y,Remy,M,isiah.remy@yahoo.com,Rich Remy,Luvenia Remy,Low,4/14/1973,8:52:08 PM,44.32,53,5/22/1998,Q2,H1,1998,5,May,May,22,Friday,Fri,19.2,102728,9%,194-86-5739,209-757-6709,San Bernardino,San Bernardino,San Bernardino,CA,92423,West,iyremy,k$avVfa08pm|
613946,Prof.,Cary,A,Larock,M,cary.larock@exxonmobil.com,Sylvester Larock,Cherlyn Larock,Wilkins,12/24/1962,8:23:11 AM,54.63,51,11/30/1986,Q4,H2,1986,11,November,Nov,30,Sunday,Sun,30.68,151939,2%,700-18-4102,215-374-1794,White,Fayette,White,PA,15490,Northeast,calarock,uvqP%r/4oHH3
591087,Mrs.,Consuelo,R,Chinn,F,consuelo.chinn@gmail.com,Allan Chinn,Nada Chinn,Yoakum,12/22/1983,4:29:25 AM,33.62,44,10/28/2014,Q4,H2,2014,10,October,Oct,28,Tuesday,Tue,2.75,124611,2%,394-33-4161,210-738-3742,Kyle,Hays,Kyle,TX,78640,South,crchinn,yb/ra~Z^D]]S
876839,Mr.,Jackson,W,Hartzell,M,jackson.hartzell@hotmail.com,Armando Hartzell,Lashawnda Hartzell,Richert,11-01-1968,12:16:50 AM,48.77,88,04-07-2017,Q2,H1,2017,4,April,Apr,7,Friday,Fri,0.31,155685,30%,542-81-2874,212-632-8685,Obernburg,Sullivan,Obernburg,NY,12767,Northeast,jwhartzell,CQ%TS^n<P@
423609,Ms.,Tamie,D,Bing,F,tamie.bing@yahoo.co.uk,Lauren Bing,Lenora Bing,Duron,2/22/1964,6:02:19 PM,53.47,46,10-02-2016,Q4,H2,2016,10,October,Oct,2,Sunday,Sun,0.82,85188,18%,231-99-9870,209-393-5732,Oregon House,Yuba,Oregon House,CA,95962,West,tdbing,0%c0IF5Yg@
960110,Mr.,Hipolito,H,Gold,M,hipolito.gold@gmail.com,Darryl Gold,Lilla Gold,Jean,1/28/1995,10:54:03 AM,22.51,52,10-06-2016,Q4,H2,2016,10,October,Oct,6,Thursday,Thu,0.81,138506,9%,456-99-5122,219-256-5253,Indianapolis,Marion,Indianapolis,IN,46229,Midwest,hhgold,uxmYWHXrrv
653505,Mr.,Fritz,K,Joshua,M,fritz.joshua@gmail.com,Raphael Joshua,Nanci Joshua,Tavares,1/20/1977,3:44:00 AM,40.55,85,7/22/2016,Q3,H2,2016,7,July,Jul,22,Friday,Fri,1.02,83073,10%,549-99-7885,239-515-9658,West Palm Beach,Palm Beach,West Palm Beach,FL,33419,South,fkjoshua,Wi;MChxy%t-V#z_
275739,Ms.,Tianna,L,Wood,F,tianna.wood@yahoo.com,Wilmer Wood,Karren Wood,Davy,10/30/1972,12:54:58 AM,44.77,47,11/13/2002,Q4,H2,2002,11,November,Nov,13,Wednesday,Wed,14.72,85807,19%,323-11-7256,217-912-6679,Frederick,Schuyler,Frederick,IL,62639,Midwest,tlwood,U3-DQg-X
135111,Dr.,Heath,J,Bohannon,M,heath.bohannon@hotmail.com,Rory Bohannon,Christiana Bohannon,Barrientos,11/20/1972,12:23:05 AM,44.72,84,1/25/2008,Q1,H1,2008,1,January,Jan,25,Friday,Fri,9.51,118297,20%,098-02-7138,209-455-5152,Lawndale,Los Angeles,Lawndale,CA,90260,West,hjbohannon,qXmqm1q!$U
323219,Prof.,Eusebio,V,Mccue,M,eusebio.mccue@aol.com,Lewis Mccue,Renay Mccue,Merrill,10-02-1984,2:59:00 PM,32.84,57,10/26/2016,Q4,H2,2016,10,October,Oct,26,Wednesday,Wed,0.75,128748,14%,760-12-0930,304-850-3299,Auburn,Ritchie,Auburn,WV,26325,South,evmccue,CoV_U^?hLw;@
182452,Ms.,Tia,O,Alva,F,tia.alva@gmail.com,Archie Alva,Aiko Alva,Augustin,05-10-1979,10:03:11 AM,38.24,57,02-11-2015,Q1,H1,2015,2,February,Feb,11,Wednesday,Wed,2.46,43634,3%,315-35-3761,203-272-9505,Kensington,Hartford,Kensington,CT,6037,Northeast,toalva,pyPtQ?N.
167414,Mr.,Ellsworth,R,Waites,M,ellsworth.waites@gmail.com,Gordon Waites,Cecila Waites,Weston,10/21/1992,6:25:53 PM,24.78,53,2/21/2016,Q1,H1,2016,2,February,Feb,21,Sunday,Sun,1.43,130254,24%,086-02-2572,218-550-5606,Wahkon,Mille Lacs,Wahkon,MN,56386,Midwest,erwaites,rESHD3Os|4\L
802318,Mr.,Brad,U,Yang,M,brad.yang@gmail.com,Rodney Yang,Synthia Yang,Lees,04-03-1990,4:42:41 PM,27.34,81,11/26/2012,Q4,H2,2012,11,November,Nov,26,Monday,Mon,4.67,86558,4%,663-22-6863,212-983-2664,Elmira,Chemung,Elmira,NY,14925,Northeast,buyang,Nz-.n*Ui@@\3
183794,Mr.,Zackary,S,Mcdougald,M,zackary.mcdougald@gmail.com,Aubrey Mcdougald,Nam Mcdougald,Hedges,07-12-1965,9:34:40 PM,52.08,90,7/27/1999,Q3,H2,1999,7,July,Jul,27,Tuesday,Tue,18.02,119160,10%,216-89-5417,215-678-9250,Lake Harmony,Carbon,Lake Harmony,PA,18624,Northeast,zsmcdougald,i0]g1+.{?\DTpeY
569692,Mr.,Barton,T,Vanbuskirk,M,barton.vanbuskirk@aol.com,Seymour Vanbuskirk,Chan Vanbuskirk,Aston,09-09-1980,12:36:39 AM,36.91,61,4/19/2014,Q2,H1,2014,4,April,Apr,19,Saturday,Sat,3.28,106815,21%,431-99-6813,209-414-2230,Scotts Valley,Santa Cruz,Scotts Valley,CA,95067,West,btvanbuskirk,D^n!p@!VKnX
209903,Ms.,Lucienne,E,Roark,F,lucienne.roark@walmart.com,Luigi Roark,Rowena Roark,Byington,02-07-1976,5:12:17 PM,41.5,58,6/23/2002,Q2,H1,2002,6,June,Jun,23,Sunday,Sun,15.11,197473,25%,538-71-4040,236-330-0037,Richmond,Goochland,Richmond,VA,23238,South,leroark,cAFY-La!Q.
839998,Mrs.,Leeanna,H,Casteel,F,leeanna.casteel@gmail.com,Al Casteel,Gladis Casteel,Angelo,1/14/1971,12:02:39 AM,46.57,46,03-07-2016,Q1,H1,2016,3,March,Mar,7,Monday,Mon,1.39,114630,2%,104-02-6023,252-345-8461,Raleigh,Wake,Raleigh,NC,27623,South,lhcasteel,Y!~Tja**;40AODg
686422,Mr.,Orval,E,Sepulveda,M,orval.sepulveda@shaw.ca,Edwin Sepulveda,Rosalina Sepulveda,Metcalfe,05-06-1959,4:44:14 PM,58.27,61,6/25/2007,Q2,H1,2007,6,June,Jun,25,Monday,Mon,10.1,185766,21%,712-18-1382,215-588-8927,Hummels Wharf,Snyder,Hummels Wharf,PA,17831,Northeast,oesepulveda,bbmq@{?]kobm
992581,Mrs.,Floria,N,Thach,F,floria.thach@hotmail.com,Antony Thach,Lai Thach,Werth,09-03-1983,7:23:38 PM,33.92,52,5/24/2005,Q2,H1,2005,5,May,May,24,Tuesday,Tue,12.19,134536,6%,122-98-2224,803-568-9275,Tatum,Marlboro,Tatum,SC,29594,South,fnthach,Tk94+q@8j+.Sn
482254,Hon.,Silas,O,Linares,M,silas.linares@yahoo.com,Mohamed Linares,Arielle Linares,Gilliam,2/27/1985,2:49:25 PM,32.44,78,2/22/2006,Q1,H1,2006,2,February,Feb,22,Wednesday,Wed,11.44,111691,18%,697-16-8286,212-562-7041,Gainesville,Wyoming,Gainesville,NY,14066,Northeast,solinares,3n.y:IvU:E@{
955454,Drs.,Cynthia,J,Hershberger,F,cynthia.hershberger@bp.com,Royal Hershberger,Leatha Hershberger,Mikesell,07-12-1970,6:38:00 AM,47.08,41,9/29/2014,Q3,H2,2014,9,September,Sep,29,Monday,Mon,2.83,99826,27%,766-04-4252,240-430-5242,Lexington Park,St. Mary's,Lexington Park,MD,20653,South,cjhershberger,vYIonQ}1vg+e
431418,Ms.,Shayna,R,Contreras,F,shayna.contreras@gmail.com,Robbie Contreras,Marlena Contreras,Lindell,1/22/1996,11:46:18 PM,21.53,43,1/28/2017,Q1,H1,2017,1,January,Jan,28,Saturday,Sat,0.5,126623,6%,470-57-5528,270-851-0652,Sandy Hook,Elliott,Sandy Hook,KY,41171,South,srcontreras,OcQw4[>em\{K
816839,Dr.,Gerry,G,Doody,M,gerry.doody@yahoo.ca,Danny Doody,Lavern Doody,Warnke,3/16/1984,9:12:49 PM,33.39,67,11/28/2010,Q4,H2,2010,11,November,Nov,28,Sunday,Sun,6.67,182630,11%,092-02-0328,218-388-4588,Morgan,Redwood,Morgan,MN,56266,Midwest,ggdoody,wLB0H>g<Z{T+i
498410,Mr.,Johnson,Z,Corbett,M,johnson.corbett@yahoo.com,Russel Corbett,Rebbeca Corbett,Lumpkin,2/25/1983,7:42:57 PM,34.44,79,5/18/2006,Q2,H1,2006,5,May,May,18,Thursday,Thu,11.2,75419,13%,095-02-8343,212-881-6190,West Camp,Ulster,West Camp,NY,12490,Northeast,jzcorbett,y>js/*1:
884634,Mr.,Ronny,K,Barone,M,ronny.barone@yahoo.com,Jerald Barone,Carleen Barone,Kerr,02-07-1969,9:05:39 PM,48.5,79,2/19/1993,Q1,H1,1993,2,February,Feb,19,Friday,Fri,24.45,84617,19%,761-12-8839,207-955-8199,New Sweden,Aroostook,New Sweden,ME,4762,Northeast,rkbarone,VOaNi2J~n5~{YUi
933157,Mr.,Jude,R,Gillman,M,jude.gillman@yahoo.com,Patricia Gillman,Cameron Gillman,Hargrove,01-11-1977,7:33:38 PM,40.57,88,2/16/2008,Q1,H1,2008,2,February,Feb,16,Saturday,Sat,9.45,104318,9%,154-23-3466,423-464-5243,Memphis,Shelby,Memphis,TN,38135,South,jrgillman,E2Rcp\X]
443782,Mrs.,Gwenda,B,Mestas,F,gwenda.mestas@apple.com,Lee Mestas,Araceli Mestas,Gulley,12/28/1990,12:05:24 PM,26.6,54,09-01-2016,Q3,H2,2016,9,September,Sep,1,Thursday,Thu,0.9,173331,9%,262-99-1620,218-253-4614,Saint Charles,Winona,Saint Charles,MN,55972,Midwest,gbmestas,Vpq4tHoqMD3\<R
221099,Dr.,Ed,N,Breen,M,ed.breen@yahoo.com,Rueben Breen,Lesia Breen,Fullmer,5/29/1970,3:10:54 AM,47.2,67,8/17/1997,Q3,H2,1997,8,August,Aug,17,Sunday,Sun,19.96,51948,7%,325-11-8650,236-946-9553,Abingdon,Washington,Abingdon,VA,24210,South,enbreen,kNh1~|&gBV3\
794910,Ms.,Taryn,L,Cowans,F,taryn.cowans@gmail.com,Marcus Cowans,Cristina Cowans,Haskins,09-04-1969,8:43:14 PM,47.93,47,05-05-2014,Q2,H1,2014,5,May,May,5,Monday,Mon,3.23,189132,23%,090-02-9731,202-261-5029,Washington,District of Columbia,Washington,DC,20010,South,tlcowans,hJO$/[VKGU]
633970,Ms.,Shanti,A,Waites,F,shanti.waites@yahoo.co.in,Noel Waites,Zora Waites,Kinard,6/13/1967,6:11:25 AM,50.16,44,02-01-2005,Q1,H1,2005,2,February,Feb,1,Tuesday,Tue,12.49,48472,18%,581-99-4711,405-951-6021,Hollister,Tillman,Hollister,OK,73551,South,sawaites,Y$~~f7wJ&\T5
601977,Hon.,Quentin,X,Baty,M,quentin.baty@gmail.com,Barney Baty,Natashia Baty,Coyle,1/18/1967,8:42:30 PM,50.56,70,10/18/2003,Q4,H2,2003,10,October,Oct,18,Saturday,Sat,13.79,87782,24%,540-83-1748,252-366-8297,Jefferson,Ashe,Jefferson,NC,28640,South,qxbaty,p__HyZ>ic
409055,Hon.,Michelina,J,Klatt,F,michelina.klatt@btinternet.com,Keven Klatt,Junko Klatt,Crouch,11/26/1964,5:35:03 PM,52.7,50,05-07-1996,Q2,H1,1996,5,May,May,7,Tuesday,Tue,21.24,147851,26%,510-33-0051,210-242-1702,Amarillo,Potter,Amarillo,TX,79105,South,mjklatt,o6mAv09?V1jPc-E
243410,Drs.,Loris,V,Rayfield,F,loris.rayfield@gmail.com,Jamal Rayfield,Jamila Rayfield,Crites,3/14/1978,11:21:05 PM,39.4,44,08-06-2003,Q3,H2,2003,8,August,Aug,6,Wednesday,Wed,13.99,103650,23%,664-22-4532,304-714-5927,Newburg,Preston,Newburg,WV,26410,South,lvrayfield,I4I/g>/F.nErS
695802,Ms.,Lucy,L,Duenas,F,lucy.duenas@gmail.com,Milan Duenas,Shonda Duenas,Hanke,12-10-1981,9:47:43 AM,35.65,58,9/24/2011,Q3,H2,2011,9,September,Sep,24,Saturday,Sat,5.85,58235,8%,494-29-7688,219-859-8806,Reelsville,Putnam,Reelsville,IN,46171,Midwest,llduenas,0j/\\$yMy!?
972253,Mrs.,Inger,G,Shipley,F,inger.shipley@aol.com,Malcom Shipley,Amberly Shipley,Dunbar,2/20/1966,10:15:45 AM,51.47,45,10/17/2014,Q4,H2,2014,10,October,Oct,17,Friday,Fri,2.78,198534,26%,045-15-6519,209-756-7084,Sacramento,Sacramento,Sacramento,CA,94297,West,igshipley,w7W[_*vkBsxzxr
519798,Ms.,Ryann,P,Walls,F,ryann.walls@aol.com,Allan Walls,Taisha Walls,Pegues,10/21/1982,1:55:25 AM,34.79,59,06-04-2013,Q2,H1,2013,6,June,Jun,4,Tuesday,Tue,4.15,75480,21%,307-37-4796,216-579-9704,Akron,Akron,Akron,OH,44329,Midwest,rpwalls,3%g53w!U
913133,Ms.,Gena,I,Meade,F,gena.meade@yahoo.ca,Alonso Meade,Allene Meade,Mcgrew,03-11-1984,9:07:23 AM,33.4,56,05-08-2011,Q2,H1,2011,5,May,May,8,Sunday,Sun,6.23,61114,13%,158-23-3498,215-304-3589,Pittsburgh,Allegheny,Pittsburgh,PA,15221,Northeast,gimeade,ml8L8J\1H?1N*o
347441,Ms.,Twyla,H,Tilton,F,twyla.tilton@gmail.com,Christian Tilton,Eugenia Tilton,Neale,02-10-1965,9:38:04 AM,52.5,58,9/21/1997,Q3,H2,1997,9,September,Sep,21,Sunday,Sun,19.86,44788,28%,285-15-4725,308-559-1920,Danbury,Red Willow,Danbury,NE,69026,Midwest,thtilton,n1XLp1r.5
812693,Mr.,Milo,Q,Lake,M,milo.lake@hotmail.com,Wendell Lake,Kerrie Lake,Rubio,05-09-1996,7:28:07 AM,21.23,75,7/15/2017,Q3,H2,2017,7,July,Jul,15,Saturday,Sat,0.04,62039,7%,142-23-6894,201-377-4919,Mount Freedom,Morris,Mount Freedom,NJ,7970,Northeast,mqlake,FKw6X6J@*2h
390189,Mr.,Malcom,B,Dilley,M,malcom.dilley@msn.com,Mathew Dilley,Gema Dilley,Mccue,12/21/1979,5:27:08 PM,37.63,87,12/20/2004,Q4,H2,2004,12,December,Dec,20,Monday,Mon,12.61,95471,22%,677-22-1543,209-691-3133,Fullerton,Orange,Fullerton,CA,92834,West,mbdilley,P9^ijFuE6+
682388,Hon.,Tom,Q,Sledge,M,tom.sledge@gmail.com,Irvin Sledge,Tawnya Sledge,Thibodeau,3/18/1980,12:43:45 AM,37.39,86,02-05-2013,Q1,H1,2013,2,February,Feb,5,Tuesday,Tue,4.48,89619,30%,405-73-4546,209-449-3209,Sunol,Alameda,Sunol,CA,94586,West,tqsledge,mA7}ImsMn%/:RM}
453958,Mrs.,Leonida,P,Falkner,F,leonida.falkner@aol.com,Nicky Falkner,Petra Falkner,Batty,12-02-1966,11:36:26 AM,50.69,53,09-05-2003,Q3,H2,2003,9,September,Sep,5,Friday,Fri,13.9,53843,16%,530-99-7058,209-649-6181,Pacifica,San Mateo,Pacifica,CA,94044,West,lpfalkner,M.v/0w69J~/$
694749,Ms.,Traci,M,Ortiz,F,traci.ortiz@gmail.com,Bryce Ortiz,Euna Ortiz,Fendley,8/23/1961,8:54:05 AM,55.97,49,6/21/1990,Q2,H1,1990,6,June,Jun,21,Thursday,Thu,27.12,111161,17%,664-22-3992,270-306-8248,Webster,Breckinridge,Webster,KY,40176,South,tmortiz,gsI}9ryb
361426,Mr.,Buck,L,Dampier,M,buck.dampier@gmail.com,Salvatore Dampier,Kathy Dampier,Pickle,5/26/1988,4:47:21 PM,29.19,85,7/16/2017,Q3,H2,2017,7,July,Jul,16,Sunday,Sun,0.03,79239,14%,096-02-0356,229-339-4057,Waycross,Ware,Waycross,GA,31501,South,bldampier,IA|kI^mkoUZ-8V
360906,Ms.,Ola,R,Liston,F,ola.liston@gmail.com,Sung Liston,Bobette Liston,Brawley,05-06-1981,11:49:56 AM,36.25,50,5/14/2006,Q2,H1,2006,5,May,May,14,Sunday,Sun,11.21,104917,27%,551-99-8247,201-788-2483,Goshen,Cape May,Goshen,NJ,8218,Northeast,orliston,7VjsIVPus7U~elX
197264,Mr.,Rocky,G,Wooley,M,rocky.wooley@gmail.com,Hoyt Wooley,Vivan Wooley,Soileau,4/13/1967,8:36:22 AM,50.33,81,03-02-1992,Q1,H1,1992,3,March,Mar,2,Monday,Mon,25.42,148147,24%,452-99-9827,210-851-4910,Waka,Ochiltree,Waka,TX,79093,South,rgwooley,b0w%]+/aG;o1/mK
906018,Hon.,Connie,R,Scalf,M,connie.scalf@yahoo.com,Cristobal Scalf,Mavis Scalf,Kissel,02-10-1993,11:32:58 AM,24.48,88,9/20/2015,Q3,H2,2015,9,September,Sep,20,Sunday,Sun,1.85,87666,12%,658-36-4087,503-947-6016,Midland,Klamath,Midland,OR,97634,West,crscalf,K/lL/z}G?{L*2
737384,Prof.,Jeremy,T,Bautista,M,jeremy.bautista@gmail.com,Jeromy Bautista,Tomika Bautista,Manus,10/15/1979,10:01:41 AM,37.81,73,07-08-2011,Q3,H2,2011,7,July,Jul,8,Friday,Fri,6.06,51481,16%,608-87-7704,209-507-7047,Fresno,Fresno,Fresno,CA,93707,West,jtbautista,yIRcEHz8VR{7Y
870402,Prof.,Rick,O,Moralez,M,rick.moralez@hotmail.com,Dominique Moralez,Tracee Moralez,Burke,10-05-1966,2:41:45 AM,50.85,88,03-11-1994,Q1,H1,1994,3,March,Mar,11,Friday,Fri,23.4,42915,11%,120-98-2828,215-689-1606,Indiana,Indiana,Indiana,PA,15705,Northeast,romoralez,w%gB~W@\<F<:
201113,Mr.,Jasper,P,Luis,M,jasper.luis@gmail.com,Alexis Luis,Pricilla Luis,Simard,07-12-1973,9:36:28 AM,44.07,50,1/17/1997,Q1,H1,1997,1,January,Jan,17,Friday,Fri,20.54,169973,15%,189-86-7083,229-713-3929,Sale City,Mitchell,Sale City,GA,31784,South,jpluis,WjZ8]y|fQZ*6;
